,CID,name,smiles,7.1 Drug Indication,8.1 Pharmacodynamics,8.2 MeSH Pharmacological Classification,"8.5 Absorption,Distribution and Excretion",8.6 Metabolism/Metabolites,8.7 Biological Half-Life
21,2450022,"1-(6,7-dimethoxy-3,4-dihydro-1H-isoquinolin-2-yl)-2-thiophen-3-ylethanone",COC1=C(C=C2CN(CCC2=C1)C(=O)CC3=CSC=C3)OC,,,,,,
22,2450023,(3Z)-3-[(2-propan-2-yloxyphenyl)methylidene]chromen-4-one,CC(C)OC1=CC=CC=C1/C=C\2/COC3=CC=CC=C3C2=O,,,,,,
23,2450024,"methyl (2R)-2-[4-(1,3-benzothiazol-2-yl)butanoylamino]-3-(1H-indol-3-yl)propanoate",COC(=O)[C@@H](CC1=CNC2=CC=CC=C21)NC(=O)CCCC3=NC4=CC=CC=C4S3,,,,,,
24,2450025,"(2Z,6E)-2,6-bis[(2,3-dichlorophenyl)methylidene]-4-methylcyclohexan-1-one",CC1C/C(=C\C2=C(C(=CC=C2)Cl)Cl)/C(=O)/C(=C\C3=C(C(=CC=C3)Cl)Cl)/C1,,,,,,
25,2450026,"methyl (2S)-2-[4-(1,3-benzothiazol-2-yl)butanoylamino]-3-(1H-indol-3-yl)propanoate",COC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)CCCC3=NC4=CC=CC=C4S3,,,,,,
26,2450027,CID 2450027,CC1C/C(=C\C2=C(C(=CC=C2)Cl)Cl)/C(=O)/C(=C/C3=C(C(=CC=C3)Cl)Cl)/C1,,,,,,
27,2450028,"[2-[[3,5-dimethyl-1-(4-methylphenyl)pyrazol-4-yl]amino]-2-oxoethyl] 4-(3,4-dihydro-2H-1,5-benzodioxepin-7-yl)-4-oxobutanoate",CC1=CC=C(C=C1)N2C(=C(C(=N2)C)NC(=O)COC(=O)CCC(=O)C3=CC4=C(C=C3)OCCCO4)C,,,,,,
28,2450029,CID 2450029,CC1C/C(=C/C2=C(C(=CC=C2)Cl)Cl)/C(=O)/C(=C\C3=C(C(=CC=C3)Cl)Cl)/C1,,,,,,
29,2450030,"(4,5-Dimethoxy-2-methylphenyl)methyl 2-naphthalen-2-ylsulfanylacetate",CC1=CC(=C(C=C1COC(=O)CSC2=CC3=CC=CC=C3C=C2)OC)OC,,,,,,
30,2450031,"(2-Oxo-2-pyrrolidin-1-ylethyl) 5-methyl-3-phenyl-1,2-oxazole-4-carboxylate",CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)OCC(=O)N3CCCC3,,,,,,
31,2450032,"2-cyano-3-[2,5-dimethyl-1-(4-methylphenyl)-1H-pyrrol-3-yl]-N-(2,6-dimethylphenyl)prop-2-enamide",CC1=CC=C(C=C1)N2C(=CC(=C2C)/C=C(\C#N)/C(=O)NC3=C(C=CC=C3C)C)C,,,,,,
32,2450033,"[2-(4-Methylpiperidin-1-yl)-2-oxoethyl] 5-methyl-3-phenyl-1,2-oxazole-4-carboxylate",CC1CCN(CC1)C(=O)COC(=O)C2=C(ON=C2C3=CC=CC=C3)C,,,,,,
33,2450034,CID 2450034,CC1=CC=C(C=C1)N2C(=CC(=C2C)/C=C(/C#N)\C(=O)NC3=C(C=CC=C3C)C)C,,,,,,
34,2450035,"[(2R)-1-(4-ethylphenyl)-1-oxopropan-2-yl] (3R)-2,3-dihydro-1,4-benzodioxine-3-carboxylate",CCC1=CC=C(C=C1)C(=O)[C@@H](C)OC(=O)[C@H]2COC3=CC=CC=C3O2,,,,,,
35,2450036,2-cyano-3-[4-(difluoromethoxy)-3-methoxyphenyl]-N-[3-(trifluoromethyl)phenyl]prop-2-enamide,COC1=C(C=CC(=C1)/C=C(\C#N)/C(=O)NC2=CC=CC(=C2)C(F)(F)F)OC(F)F,,,,,,
36,2450037,"[(2S)-1-(4-ethylphenyl)-1-oxopropan-2-yl] (3R)-2,3-dihydro-1,4-benzodioxine-3-carboxylate",CCC1=CC=C(C=C1)C(=O)[C@H](C)OC(=O)[C@H]2COC3=CC=CC=C3O2,,,,,,
37,2450038,(Z)-2-cyano-3-[4-(difluoromethoxy)-3-methoxyphenyl]-N-[3-(trifluoromethyl)phenyl]prop-2-enamide,COC1=C(C=CC(=C1)/C=C(/C#N)\C(=O)NC2=CC=CC(=C2)C(F)(F)F)OC(F)F,,,,,,
38,2450039,"[(2R)-1-(4-ethylphenyl)-1-oxopropan-2-yl] (3S)-2,3-dihydro-1,4-benzodioxine-3-carboxylate",CCC1=CC=C(C=C1)C(=O)[C@@H](C)OC(=O)[C@@H]2COC3=CC=CC=C3O2,,,,,,
39,2450040,"1-[4-(Difluoromethoxy)phenyl]-2-([1,2,4]triazolo[4,3-a]pyridin-3-ylsulfanyl)ethanone",C1=CC2=NN=C(N2C=C1)SCC(=O)C3=CC=C(C=C3)OC(F)F,,,,,,
40,2450041,"[(2S)-1-(4-ethylphenyl)-1-oxopropan-2-yl] (3S)-2,3-dihydro-1,4-benzodioxine-3-carboxylate",CCC1=CC=C(C=C1)C(=O)[C@H](C)OC(=O)[C@@H]2COC3=CC=CC=C3O2,,,,,,
41,2450042,(3E)-3-[(4-tert-butylphenyl)methylidene]-1-methylindol-2-one,CC(C)(C)C1=CC=C(C=C1)/C=C/2\C3=CC=CC=C3N(C2=O)C,,,,,,
42,2450043,(3Z)-3-[(4-tert-butylphenyl)methylidene]-1-methylindol-2-one,CC(C)(C)C1=CC=C(C=C1)/C=C\2/C3=CC=CC=C3N(C2=O)C,,,,,,
43,2450044,CID 2450044,C1CN(CCN1C(=O)[C@H]2CC(=O)N(C2)CC3=CC=CO3)S(=O)(=O)/C=C\C4=CC=CC=C4,,,,,,
44,2450045,(4S)-1-(furan-2-ylmethyl)-4-[4-[(E)-2-phenylethenyl]sulfonylpiperazine-1-carbonyl]pyrrolidin-2-one,C1CN(CCN1C(=O)[C@H]2CC(=O)N(C2)CC3=CC=CO3)S(=O)(=O)/C=C/C4=CC=CC=C4,,,,,,
45,2450046,CID 2450046,COCCNC(=O)/C(=C\C1=CC=C(C=C1)N2CCOCC2)/C#N,,,,,,
46,2450047,CID 2450047,C1CN(CCN1C(=O)[C@@H]2CC(=O)N(C2)CC3=CC=CO3)S(=O)(=O)/C=C\C4=CC=CC=C4,,,,,,
47,2450048,(E)-2-cyano-N-(2-methoxyethyl)-3-(4-morpholin-4-ylphenyl)prop-2-enamide,COCCNC(=O)/C(=C/C1=CC=C(C=C1)N2CCOCC2)/C#N,,,,,,
48,2450049,(4R)-1-(furan-2-ylmethyl)-4-[4-[(E)-2-phenylethenyl]sulfonylpiperazine-1-carbonyl]pyrrolidin-2-one,C1CN(CCN1C(=O)[C@@H]2CC(=O)N(C2)CC3=CC=CO3)S(=O)(=O)/C=C/C4=CC=CC=C4,,,,,,
49,2450050,CID 2450050,C[C@@H](C(=O)NC1=C(C=C2C3=CC=CC=C3OC2=C1)OC)OC(=C4C=CC(=NS(=O)(=O)C5=CC=CS5)C=C4)[O-],,,,,,
50,2450051,CID 2450051,C[C@@H](C(=O)NC1=C(C=C2C3=CC=CC=C3OC2=C1)OC)OC(=O)C4=CC=C(C=C4)NS(=O)(=O)C5=CC=CS5,,,,,,
51,2450052,[2-[Cyclohexyl(methyl)amino]-2-oxoethyl] 2-(tetrazol-1-yl)benzoate,CN(C1CCCCC1)C(=O)COC(=O)C2=CC=CC=C2N3C=NN=N3,,,,,,
52,2450053,CID 2450053,C[C@H](C(=O)NC1=C(C=C2C3=CC=CC=C3OC2=C1)OC)OC(=C4C=CC(=NS(=O)(=O)C5=CC=CS5)C=C4)[O-],,,,,,
53,2450054,[(2R)-1-[(2-methoxydibenzofuran-3-yl)amino]-1-oxopropan-2-yl] 4-(thiophen-2-ylsulfonylamino)benzoate,C[C@H](C(=O)NC1=C(C=C2C3=CC=CC=C3OC2=C1)OC)OC(=O)C4=CC=C(C=C4)NS(=O)(=O)C5=CC=CS5,,,,,,
54,2450055,"2-[(1S,2R,4R)-2-bicyclo[2.2.1]heptanyl]-N-[2-(2,6-dimethylanilino)-2-oxoethyl]-N-methylacetamide",CC1=C(C(=CC=C1)C)NC(=O)CN(C)C(=O)C[C@H]2C[C@@H]3CC[C@H]2C3,,,,,,
55,2450056,"[2-[[(1S)-1-(2,4-dichlorophenyl)ethyl]amino]-2-oxoethyl] 2-(2,5-dimethylphenyl)sulfonyloxybenzoate",CC1=CC(=C(C=C1)C)S(=O)(=O)OC2=CC=CC=C2C(=O)OCC(=O)N[C@@H](C)C3=C(C=C(C=C3)Cl)Cl,,,,,,
56,2450057,"[2-[[(1R)-1-(2,4-dichlorophenyl)ethyl]amino]-2-oxoethyl] 2-(2,5-dimethylphenyl)sulfonyloxybenzoate",CC1=CC(=C(C=C1)C)S(=O)(=O)OC2=CC=CC=C2C(=O)OCC(=O)N[C@H](C)C3=C(C=C(C=C3)Cl)Cl,,,,,,
57,2450058,CID 2450058,CC1=CC(=O)[C@H](C(=O)O1)C(=O)/C=C\C2=CC=C(C=C2)C(=O)OC,,,,,,
58,2450059,2-(2-propan-2-ylphenoxy)-N-(thiophen-2-ylmethyl)acetamide,CC(C)C1=CC=CC=C1OCC(=O)NCC2=CC=CS2,,,,,,
59,2450060,[2-oxo-2-(2-phenyl-1H-indol-3-yl)ethyl] pyrazine-2-carboxylate,C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2)C(=O)COC(=O)C4=NC=CN=C4,,,,,,
60,2450061,"[2-oxo-2-(2,2,2-trifluoroethylamino)ethyl] (2S)-2-[(2,6-dichlorophenyl)sulfonylamino]-3-methylbutanoate",CC(C)[C@@H](C(=O)OCC(=O)NCC(F)(F)F)NS(=O)(=O)C1=C(C=CC=C1Cl)Cl,,,,,,
61,2450062,"methyl 4-[(E)-3-[(3R)-6-methyl-2,4-dioxopyran-3-yl]-3-oxoprop-1-enyl]benzoate",CC1=CC(=O)[C@H](C(=O)O1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)OC,,,,,,
62,2450063,"[2-oxo-2-(2,2,2-trifluoroethylamino)ethyl] (2R)-2-[(2,6-dichlorophenyl)sulfonylamino]-3-methylbutanoate",CC(C)[C@H](C(=O)OCC(=O)NCC(F)(F)F)NS(=O)(=O)C1=C(C=CC=C1Cl)Cl,,,,,,
63,2450064,N-[(2-chloro-6-fluorophenyl)methyl]-N-methyl-2-(4-phenylphenyl)acetamide,CN(CC1=C(C=CC=C1Cl)F)C(=O)CC2=CC=C(C=C2)C3=CC=CC=C3,,,,,,
64,2450065,"[2-[2-(difluoromethoxy)anilino]-2-oxoethyl] 2-(3,4-dihydro-2H-1,5-benzodioxepin-7-ylsulfonylamino)acetate",C1COC2=C(C=C(C=C2)S(=O)(=O)NCC(=O)OCC(=O)NC3=CC=CC=C3OC(F)F)OC1,,,,,,
65,2450066,"2-(3,5-Dimethyl-4-nitropyrazol-1-yl)-1-(4-phenylpiperazin-1-yl)ethanone",CC1=C(C(=NN1CC(=O)N2CCN(CC2)C3=CC=CC=C3)C)[N+](=O)[O-],,,,,,
66,2450067,CID 2450067,CC1=CC(=O)[C@@H](C(=O)O1)C(=O)/C=C\C2=CC=C(C=C2)C(=O)OC,,,,,,
67,2450068,N-[4-(difluoromethylsulfanyl)phenyl]-2-(1H-indol-3-yl)acetamide,C1=CC=C2C(=C1)C(=CN2)CC(=O)NC3=CC=C(C=C3)SC(F)F,,,,,,
68,2450069,"1-(3,4-dihydro-2H-quinolin-1-yl)-2-(6-methyl-5-propan-2-yl-1-benzofuran-3-yl)ethanone",CC1=CC2=C(C=C1C(C)C)C(=CO2)CC(=O)N3CCCC4=CC=CC=C43,,,,,,
69,2450070,"methyl 4-[(E)-3-[(3S)-6-methyl-2,4-dioxopyran-3-yl]-3-oxoprop-1-enyl]benzoate",CC1=CC(=O)[C@@H](C(=O)O1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)OC,,,,,,
70,2450071,3-[N-(benzenesulfonyl)-4-methylanilino]-N-(2-methylphenyl)propanamide,CC1=CC=C(C=C1)N(CCC(=O)NC2=CC=CC=C2C)S(=O)(=O)C3=CC=CC=C3,,,,,,
71,2450072,CID 2450072,CC(=C)CN=C1N(C(=CS1)C2=CC=CO2)N=CC3=C(C(=CC(=C3)Cl)[N+](=O)[O-])[O-],,,,,,
72,2450073,"4-Chloro-2-[[4-(furan-2-yl)-2-(2-methylprop-2-enylimino)-1,3-thiazol-3-yl]iminomethyl]-6-nitrophenol",CC(=C)CN=C1N(C(=CS1)C2=CC=CO2)N=CC3=C(C(=CC(=C3)Cl)[N+](=O)[O-])O,,,,,,
73,2450074,3-(4-acetylpiperazine-1-carbonyl)-N-methyl-N-propan-2-ylbenzenesulfonamide,CC(C)N(C)S(=O)(=O)C1=CC=CC(=C1)C(=O)N2CCN(CC2)C(=O)C,,,,,,
74,2450075,CID 2450075,C1=CC=C(C=C1)S(=O)(=O)NCCC(=O)NCCC2=CC=CC=[NH+]2,,,,,,
75,2450076,3-(benzenesulfonamido)-N-(2-pyridin-2-ylethyl)propanamide,C1=CC=C(C=C1)S(=O)(=O)NCCC(=O)NCCC2=CC=CC=N2,,,,,,
76,2450077,"(4-Benzylpiperidin-1-yl)-(3-chloro-4,5-dimethoxyphenyl)methanone",COC1=C(C(=CC(=C1)C(=O)N2CCC(CC2)CC3=CC=CC=C3)Cl)OC,,,,,,
77,2450078,CID 2450078,COC1=C(C(=CC(=C1)C(=O)NCCC[N+]2=CNC=C2)Cl)OC,,,,,,
78,2450079,"[2-Oxo-2-(2,4,6-trimethylphenyl)ethyl] 2-methyl-3-nitrobenzoate",CC1=CC(=C(C(=C1)C)C(=O)COC(=O)C2=C(C(=CC=C2)[N+](=O)[O-])C)C,,,,,,
79,2450080,"[4-[[(2,5-Dimethylphenyl)sulfonylhydrazinylidene]methyl]-2,6-dimethoxyphenyl] acetate",CC1=CC(=C(C=C1)C)S(=O)(=O)NN=CC2=CC(=C(C(=C2)OC)OC(=O)C)OC,,,,,,
80,2450081,CID 2450081,CN1C2=CC=CC=C2C(=C1O)N=NC(=O)CC[NH+]3CC[NH+](CC3)CC4=CC5=C(C=C4)OCO5,,,,,,
81,2450082,"3-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-1-yl]-N-(2-hydroxy-1-methylindol-3-yl)iminopropanamide",CN1C2=CC=CC=C2C(=C1O)N=NC(=O)CCN3CCN(CC3)CC4=CC5=C(C=C4)OCO5,,,,,,
82,2450083,CID 2450083,C[C@]12C[C@H](CC(C1)(C)C)N(C2)C(=O)CSC3=NC(=O)C4=CC=CC=C4N3,,,,,,
83,2450084,CID 2450084,C[C@@]12C[C@@H](CC(C1)(C)C)N(C2)C(=O)CSC3=NC(=O)C4=CC=CC=C4N3,,,,,,
84,2450085,CID 2450085,C1=CC=C(C=C1)C2=CN(C(=S)N2)[NH+]=CC3=CC=C(C=C3)O,,,,,,
85,2450086,3-[(4-hydroxyphenyl)methylideneamino]-5-phenyl-1H-imidazole-2-thione,C1=CC=C(C=C1)C2=CN(C(=S)N2)N=CC3=CC=C(C=C3)O,,,,,,
86,2450087,(2R)-N-[2-[4-chloro-3-(trifluoromethyl)anilino]-2-oxoethyl]-2-ethyl-N-methylhexanamide,CCCC[C@@H](CC)C(=O)N(C)CC(=O)NC1=CC(=C(C=C1)Cl)C(F)(F)F,,,,,,
87,2450088,"3-[[2-[(5S)-2-amino-4-oxo-1,3-thiazol-5-yl]acetyl]amino]-N-[2-(4-sulfamoylphenyl)ethyl]benzamide",C1=CC(=CC(=C1)NC(=O)C[C@H]2C(=O)N=C(S2)N)C(=O)NCCC3=CC=C(C=C3)S(=O)(=O)N,,,,,,
88,2450089,[2-Oxo-2-(2-phenylanilino)ethyl] 6-chloropyridine-3-carboxylate,C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)COC(=O)C3=CN=C(C=C3)Cl,,,,,,
89,2450090,2-[3-[(2-chlorophenyl)methyl]-4-oxoquinazolin-2-yl]sulfanyl-N-[2-(4-sulfamoylphenyl)ethyl]acetamide,C1=CC=C(C(=C1)CN2C(=O)C3=CC=CC=C3N=C2SCC(=O)NCCC4=CC=C(C=C4)S(=O)(=O)N)Cl,,,,,,
90,2450091,"[(3S)-2-oxooxolan-3-yl] 3-(4-nitro-1,3-dioxoisoindol-2-yl)propanoate",C1COC(=O)[C@H]1OC(=O)CCN2C(=O)C3=C(C2=O)C(=CC=C3)[N+](=O)[O-],,,,,,
91,2450092,"[(3R)-2-oxooxolan-3-yl] 3-(4-nitro-1,3-dioxoisoindol-2-yl)propanoate",C1COC(=O)[C@@H]1OC(=O)CCN2C(=O)C3=C(C2=O)C(=CC=C3)[N+](=O)[O-],,,,,,
92,2450093,"4-(4-cyclohexylphenyl)-3-(1H-indol-3-ylmethylideneamino)-N-phenyl-1,3-thiazol-2-imine",C1CCC(CC1)C2=CC=C(C=C2)C3=CSC(=NC4=CC=CC=C4)N3N=CC5=CNC6=CC=CC=C65,,,,,,
93,2450094,N-[(2S)-3-(1H-indol-3-yl)-1-[4-(4-methoxyphenyl)piperazin-1-yl]-1-oxopropan-2-yl]acetamide,CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N3CCN(CC3)C4=CC=C(C=C4)OC,,,,,,
94,2450095,N-[(2R)-3-(1H-indol-3-yl)-1-[4-(4-methoxyphenyl)piperazin-1-yl]-1-oxopropan-2-yl]acetamide,CC(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)N3CCN(CC3)C4=CC=C(C=C4)OC,,,,,,
95,2450096,CID 2450096,C[C@@H](C(=O)NCCC1=CC=CC=[NH+]1)NS(=O)(=O)C2=CC=CC=C2,,,,,,
96,2450097,CID 2450097,C[C@@H](C(=O)NCCC1=CC=CC=N1)NS(=O)(=O)C2=CC=CC=C2,,,,,,
97,2450098,CID 2450098,C[C@H](C(=O)NCCC1=CC=CC=[NH+]1)NS(=O)(=O)C2=CC=CC=C2,,,,,,
98,2450099,(2R)-2-(benzenesulfonamido)-N-(2-pyridin-2-ylethyl)propanamide,C[C@H](C(=O)NCCC1=CC=CC=N1)NS(=O)(=O)C2=CC=CC=C2,,,,,,
99,2450100,"Methyl 2-[[2-(2,4-dioxo-1,3-diazaspiro[4.7]dodecan-3-yl)acetyl]amino]benzoate",COC(=O)C1=CC=CC=C1NC(=O)CN2C(=O)C3(CCCCCCC3)NC2=O,,,,,,
100,2450101,"3-[2-[(2R,6S)-2,6-dimethylmorpholin-4-yl]-2-oxoethyl]-1,3-diazaspiro[4.6]undecane-2,4-dione",C[C@@H]1CN(C[C@@H](O1)C)C(=O)CN2C(=O)C3(CCCCCC3)NC2=O,,,,,,
101,2450102,[2-[Benzyl(propan-2-yl)amino]-2-oxoethyl] 4-(4-chloro-2-nitrophenoxy)-3-methoxybenzoate,CC(C)N(CC1=CC=CC=C1)C(=O)COC(=O)C2=CC(=C(C=C2)OC3=C(C=C(C=C3)Cl)[N+](=O)[O-])OC,,,,,,
102,2450103,"3-[2-[(2R,6R)-2,6-dimethylmorpholin-4-yl]-2-oxoethyl]-1,3-diazaspiro[4.6]undecane-2,4-dione",C[C@@H]1CN(C[C@H](O1)C)C(=O)CN2C(=O)C3(CCCCCC3)NC2=O,,,,,,
103,2450104,N-(3-acetamidophenyl)-2-chloro-5-[prop-2-enyl-[3-(trifluoromethyl)phenyl]sulfamoyl]benzamide,CC(=O)NC1=CC(=CC=C1)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)N(CC=C)C3=CC=CC(=C3)C(F)(F)F)Cl,,,,,,
104,2450105,"3-[2-[(2S,6S)-2,6-dimethylmorpholin-4-yl]-2-oxoethyl]-1,3-diazaspiro[4.6]undecane-2,4-dione",C[C@H]1CN(C[C@@H](O1)C)C(=O)CN2C(=O)C3(CCCCCC3)NC2=O,,,,,,
105,2450106,"2-(1,3-benzodioxol-5-yloxy)-N-[2-(4-methoxyphenyl)ethyl]acetamide",COC1=CC=C(C=C1)CCNC(=O)COC2=CC3=C(C=C2)OCO3,,,,,,
106,2450107,N-[2-methyl-5-(3-methylbutylcarbamoyl)phenyl]furan-2-carboxamide,CC1=C(C=C(C=C1)C(=O)NCCC(C)C)NC(=O)C2=CC=CO2,,,,,,
107,2450108,"2-(1,3-benzodioxol-5-yloxy)-N-(2-methoxy-5-methylphenyl)acetamide",CC1=CC(=C(C=C1)OC)NC(=O)COC2=CC3=C(C=C2)OCO3,,,,,,
108,2450109,CID 2450109,C1=CC=[NH+]C(=C1)CCNC(=O)C2=CC(=CN=C2)Br,,,,,,
109,2450110,5-bromo-N-(2-pyridin-2-ylethyl)pyridine-3-carboxamide,C1=CC=NC(=C1)CCNC(=O)C2=CC(=CN=C2)Br,,,,,,
110,2450111,"3-(2-Morpholino-2-oxoethyl)-1,3-diazaspiro[4.5]decane-2,4-dione",C1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)N3CCOCC3,,,,,,
111,2450112,"2-[(4R)-4-(1H-indol-3-ylmethyl)-2,5-dioxoimidazolidin-1-yl]-N-(2-methylpropyl)acetamide",CC(C)CNC(=O)CN1C(=O)[C@H](NC1=O)CC2=CNC3=CC=CC=C32,,,,,,
112,2450113,"(2S)-2-(4-chloro-2-methylphenoxy)-N-(4-methyl-1,3-thiazol-2-yl)propanamide",CC1=C(C=CC(=C1)Cl)O[C@@H](C)C(=O)NC2=NC(=CS2)C,,,,,,
113,2450114,"2-[(4S)-4-(1H-indol-3-ylmethyl)-2,5-dioxoimidazolidin-1-yl]-N-(2-methylpropyl)acetamide",CC(C)CNC(=O)CN1C(=O)[C@@H](NC1=O)CC2=CNC3=CC=CC=C32,,,,,,
114,2450115,"(5R)-5-(1H-indol-3-ylmethyl)-3-[2-(4-methylpiperidin-1-yl)-2-oxoethyl]imidazolidine-2,4-dione",CC1CCN(CC1)C(=O)CN2C(=O)[C@H](NC2=O)CC3=CNC4=CC=CC=C43,,,,,,
115,2450116,"(2R)-2-(4-chloro-2-methylphenoxy)-N-(4-methyl-1,3-thiazol-2-yl)propanamide",CC1=C(C=CC(=C1)Cl)O[C@H](C)C(=O)NC2=NC(=CS2)C,,,,,,
116,2450117,"(5S)-5-(1H-indol-3-ylmethyl)-3-[2-(4-methylpiperidin-1-yl)-2-oxoethyl]imidazolidine-2,4-dione",CC1CCN(CC1)C(=O)CN2C(=O)[C@@H](NC2=O)CC3=CNC4=CC=CC=C43,,,,,,
117,2450118,"(2R)-2-[(3aR,7aS)-1,3-dioxo-3a,4,5,6,7,7a-hexahydroisoindol-2-yl]-N-[(2-chlorophenyl)methyl]propanamide",C[C@H](C(=O)NCC1=CC=CC=C1Cl)N2C(=O)[C@@H]3CCCC[C@@H]3C2=O,,,,,,
